Capacity,Course Level,Course No,Course Title,Credits,Days Time,Days,Description,Division,End Date,Enroll/Cap,Enrolled,Instructor(s),Location,Program,Section,Semister,Session,Start Date,Year,Times,Term,Title
20,Advanced Liberal Arts,FLM4610,+/-Advanced Liberal Arts ,4.00,W     11:30AM- 2:40PM,W,"FLM4610 Work, Play and Adulthood in American Movies4 credit advanced liberal artsWhat constitutes the good life?  How do  we define success?   What happens when individuals’ definitions of success collide with broad-based cultural assumptions about achievement and happiness?  What are the markers of adulthood?  What’s gained and what’s lost once childhood and adolescence end?  From the silent film era to the present, American movies have examined such questions along with our collective attitudes toward work, leisure, and pleasure.  In this film history course, we will view movies from across the decades and read works of social theory, history and philosophy in an effort to understand how popular culture narratives have framed  -- and sometimes challenged -- those attitudes.  The course will be run as a seminar with students responsible for preparing and leading class discussion each week.  Coursework will include weekly reading and film viewing, oral presentations, papers and tests.  Prerequisites: Three intermediate liberal arts (HSS LVA CVA)",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Levinson, Julie",Hollister 305,Undergraduate,02, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM- 2:40PM,Fall,"WORK, PLAY & ADULTHOOD IN AMER MOVIES"
20,Advanced Liberal Arts,FRN4620,+/-Advanced Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"FRN4620 FRENCH III (Advanced Liberal Arts)Active use of contemporary spoken and written French through dialog practice, oral presentations, class discussions, and written exercises. By becoming more aware of the French speaking world and the relationship between culture and language, students increase their ability to communicate in international environments.  The program features web-based audio and video interaction with native speakers.Prerequisite:  FRN1200  OR FRN2200 (Equivalent of one year of college French as demonstrated through a required placement test)   This course is typically offered in the Fall.",Arts & Humanities,"Dec 15, 2018",8 of 20,8,"Hoffer, Pamela M",Hollister 305,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM- 1:05PM,Fall,FRENCH III
0,Advanced Liberal Arts,FRN4640,+/-Advanced Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"FRN4640 (previously FRN4600)French  Cinema and Culture4 credit advanced liberal artsThis course is designed as an advanced-level conversation class, with a strong cultural component.  The major course materials are French films and supplementary readings. These films and readings serve as the basis for debate, discussion and written analysis of issues relevant to the history, culture and politics of France and the francophone world of North Africa and the Caribbean, with a focus on global issues of social concern.  This course is designed for students who have mastered the grammatical structures of French, although there will be review of grammar as needed.  Films will be on reserve at Horn Library, and screenings will be scheduled.   Prerequisites: FRN 2601 or FRN4620 Intermediate French II at Babson, or equivalent proficiency as demonstrated through a required placement test.  This course is not open to native speakers.",Arts & Humanities,"Dec 15, 2018",0 of 0,0,"CANCEL, CANCELHoffer, Pamela M",Hollister 305,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:20AM,Fall,FRENCH CINEMA AND CULTURE
20,Advanced Liberal Arts,GDR4605,+/-Advanced Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"GDR4605: Global Gender Politics4 advanced liberal arts This course aims to help students develop a comprehensive understanding of gender in contemporary domestic and international politics. It covers a variety of themes, such as feminist theory, intersectionality, gender performance, comparative legal regimes, and the political economy of gender, and it will use such cases studies as American gangs, Islamic practices in France, sex work in India, women on Wall Street, and the Kim Kardashianization of social media to expand discussions and deepen understanding of core concepts. Prerequisites: Any combinations of 3 intermediate liberal arts (CVA/HSS/LVA)",History & Society,"Dec 15, 2018",21 of 20,21,"Chatterjee, Sudeshna",Babson 203,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018, 9:45AM-11:20AM,Fall,GLOBAL GENDER POLITICS
20,Advanced Liberal Arts,HIS4612,+/-Advanced Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"HIS4612 Drugs and Intoxicants in World History4 credit advanced liberal artsCourse Description: This course will examine the role of drugs and intoxicants in World History; their use as spiritual and medicinal tools, as key devices in economic capitalist expansion, and eventually their role as a divisive political and economic issue in contemporary politics. The course begins by examining the importance of stimulants such as tea, sugar, coffee and opium to the expansion of free trade and global capitalism in the eighteenth and nineteenth centuries. The course analyzes the shifts to prohibition, particularly the suppression of the global drug trade as justification for the expansion of American empire, and the US-led “War on Drugs” and its relationship with the expansion of the global drug trade. We will also address contemporary issues regarding the war on drugs in Mexico and narco-terrorism in Afghanistan. We will use a variety of books, articles, documents, and films to understand this rich, complex, and often misunderstood history.Prerequisites: Any combination of 3 intermediate liberal Arts (HSS LVA CVA)",History & Society,"Dec 15, 2018",20 of 20,20,"Bradford, James",Tomasso 108,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:15PM- 2:50PM,Fall,DRUGS AND INTOXICANTS IN WORLD HISTORY
20,Advanced Liberal Arts,HIS4612,+/-Advanced Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"HIS4612 Drugs and Intoxicants in World History4 credit advanced liberal artsCourse Description: This course will examine the role of drugs and intoxicants in World History; their use as spiritual and medicinal tools, as key devices in economic capitalist expansion, and eventually their role as a divisive political and economic issue in contemporary politics. The course begins by examining the importance of stimulants such as tea, sugar, coffee and opium to the expansion of free trade and global capitalism in the eighteenth and nineteenth centuries. The course analyzes the shifts to prohibition, particularly the suppression of the global drug trade as justification for the expansion of American empire, and the US-led “War on Drugs” and its relationship with the expansion of the global drug trade. We will also address contemporary issues regarding the war on drugs in Mexico and narco-terrorism in Afghanistan. We will use a variety of books, articles, documents, and films to understand this rich, complex, and often misunderstood history.Prerequisites: Any combination of 3 intermediate liberal Arts (HSS LVA CVA)",History & Society,"Dec 15, 2018",20 of 20,20,"Bradford, James",Tomasso 108,Undergraduate,02, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,DRUGS AND INTOXICANTS IN WORLD HISTORY
20,Advanced Liberal Arts,HIS4617,+/-Advanced Liberal Arts ,4.00,F     10:00AM- 1:10PM,F,"HIS4617 The History of Boston   4 credit advanced liberal artsTransportation to/from the Boston Campus will be provided.In this Advanced Level history course, students will explore Boston's history, from the seventeenth century to the present, and consider how the city's religious values, economic leadership, and intellectual traditions shaped American identity.  Selected topics for the class include the city's Puritan heritage, its place in the American Revolution, Boston's intellectual and social movements, the creation of its museums and civic institutions, and the city's struggles with immigration and race.  As part of their responsibilities for the course, students will participate in field trips to the historic sites of Beacon Hill, Boston Common and the Public Garden, the North End, Back Bay and Copley Square, and the Museum of Fine ArtsPrerequisites:  3 Intermediate Liberal Arts (HSS LVA CVA)",History & Society,"Dec 15, 2018",15 of 20,15,"Schmitz, Paul",100 High Street 1208,Undergraduate,41, Fall 2018,Full Session,"Aug 31, 2018",2018,10:00AM- 1:10PM,Fall,BOS HISTORY OF BOSTON
20,Advanced Liberal Arts,HIS4618,+/-Advanced Liberal Arts ,2.00,F     10:00AM- 1:10PM,F,"HIS4618: China in Boston2 credit advanced liberal artsTransportation to/from the Boston Campus will be provided.Based in Boston, this seminar will investigate the many manifestations of 21st century China  (in China, Hong Kong, Taiwan, and the Chinese diaspora) from a global perspective, including the impact of globalization on China and China’s impact on the world. Using the research laboratory of greater Boston, we will connect the classroom with community learning experiences. Members of the seminar will do research in museums, local organizations, and Chinatown, and through guest lectures/discussions with community members such as entrepreneurs, migrants, and government representatives from China and Taipei. Course materials will include site visits, guest lectures, readings and films. Prerequisite: Any combination of 3 intermediate liberal arts (CVA/HSS/LVA)",History & Society,"Oct 12, 2018",13 of 20,13,"Hauf, Kandice J",100 High Street 100,Undergraduate,A41, Fall 2018,Full Session,"Sep 7, 2018",2018,10:00AM- 1:10PM,Fall,BOS CHINA IN BOSTON
20,Advanced Liberal Arts,HIS4670,+/-Advanced Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"HIS3670The History and Ethics of Capitalism(Previously titled History of Capitalism)(4 Advanced Liberal Arts)This course deals with the history of capitalism from early modern times to the present.  It is concerned not just with the story of capitalist enterprise but with the cultural values and social institutions accompanying capitalism.  It addresses the tension as well as the affinity between capitalism on the one hand and, on the other, contextual cultural values and social institutions.  It especially focuses on the way that capitalist power subverts as well as supports the free market economy and democratic political processes with which it is often identified.Prerequisites: 3 Intermediate Liberal Arts Courses (Any combination of CVA, LVA, HSS)This course is typically offered in the following semesters:  Spring",History & Society,"Dec 15, 2018",14 of 20,14,"Hoopes, James E",Gerber 214,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,THE HISTORY AND ETHICS OF CAPITALISM
0,Advanced Liberal Arts,HUM4614,+/-Advanced Liberal Arts ,4.00,,,"HUM 4614: Postmodernism: Future Culture4 Credit Advanced Liberal Arts (Elective Abroad)Program Fee: $2,500 (includes international flight: $1,000)Program fee and group international airfare is paid to Glavin Office – program fee includes accommodations, breakfast, daily class time, airport transport, group flight, program planned meals, and cultural excursions. Not included: tuition, visa costs, additional meals and personal expenses.This course explores postmodern culture as a strange obsession with the future. Thus we will use the captivating cityscape of Dubai—its unparalleled architecture, its accelerated movement and fragmented spatial organization, the provocative visual design behind its many tourist sites—in order to track crucial ideas of simulation, virtuality, and the spectacle in our postmodern era. Moreover, we will navigate contemporary works of literature, philosophy, film, and architecture while making several excursions into Dubai as a constructed cultural zone of the Middle East. Ultimately, this rare immersion in perhaps the most futuristic place on earth will provide us a dynamic outlook on how postmodern culture blurs the boundaries of reality itself.  Mandatory Dates: Pre-Departure Class #1: Wednesday, October 17, 2018 6:00 - 8:00 PMPre-Departure Class #2: Wednesday, October 24, 2018 6:00 - 8:00 PMPre-Departure Class #3: Wednesday, November 7, 2018 6:00 - 8:00 PMCourse Travel: Friday, November 16 - Sunday, November 25, 2018Class Dates: Saturday, November 17-Saturday, November 24, 2018Post-Travel: Wednesday, December 5, 2018 6:00 - 8:00 PMPrerequisites: 3 Intermediate liberal arts courses (LVA, CVA, HSS in any combination) and acceptance into the course.",Arts & Humanities,"Dec 15, 2018",20 of 0,20,"Elective, AbroadMohaghegh, Jason B", ,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018,,Fall,POSTMODERNISM: FUTURE CULTURE
